name,red,rmax,rmin,rdelta,rresult,r_values,r_time,blue,bmax,bmin,bdelta,bresult,b_values,b_time
SN2001E,"[17.282, 17.018, 16.204, 16.204, 16.192, 16.154, 16.05, 16.186, 15.7, 16.219, 16.318, 16.637, 16.836, 15.6]",15.6,18.209,2.609,0.16724358974358974,"[103.33430433116136, 101.75576849367573, 96.88861632809505, 96.88861632809505, 96.81686469911844, 96.58965120735914, 95.96780375622843, 96.78098888463012, 93.87504791107703, 96.97830586431583, 97.57025680337296, 99.47765427366807, 100.66753545419701, 93.2771176696052]","[51915.45, 51916.47, 51925.54, 51926.55, 51927.46, 51929.54, 51930.16, 51930.49, 51930.61, 51931.5, 51932.46, 51937.47, 51939.47, 51941.01]","[17.942, 17.689, 16.914, 16.922, 16.904]",16.904,19.712,2.808,0.16611452910553715,"[108.00981766381767, 106.4867720797721, 101.82131623931626, 101.86947578347579, 101.7611168091168]","[51915.45, 51916.47, 51925.54, 51926.55, 51927.46]"
SN1990N,"[13.742, 13.74, 13.53, 13.53, 13.05, 12.98, 12.731]",12.731,20.853,8.122000000000002,0.6379703086953108,"[21.540187392267914, 21.53705245013543, 21.207883526225064, 21.207883526225064, 20.455497414429942, 20.34577443979315, 19.95547414429943]","[48070.0, 48071.0, 48071.97, 48071.98, 48075.03, 48076.06, 48083.99]","[13.894, 13.89, 13.64, 13.64, 13.132, 13.054, 12.79]",12.79,20.541,7.751000000000001,0.6060203283815482,"[22.92662366146303, 22.920023222809956, 22.507495806992644, 22.507495806992644, 21.66924009805186, 21.540531544316856, 21.104902593213772]","[48070.0, 48071.0, 48071.97, 48071.98, 48075.03, 48076.06, 48083.99]"
SN1994ae,"[15.4, 14.711, 14.007, 13.58, 13.422, 13.0]",13,18.82,5.82,0.4476923076923077,"[34.39862542955326, 32.85962199312714, 31.287113402061856, 30.333333333333332, 29.980412371134022, 29.037800687285223]","[49670.0, 49672.47, 49674.46, 49676.46, 49677.5, 49684.52]","[15.0, 14.27, 13.79, 13.64, 13.19, 13.22, 13.3, 13.15]",13.15,22.7,9.549999999999999,0.7262357414448668,"[20.654450261780106, 19.64926701570681, 18.988324607329844, 18.781780104712045, 18.16214659685864, 18.2034554973822, 18.31361256544503, 18.107068062827228]","[49672.47, 49674.46, 49676.46, 49677.5, 49685.5, 49686.49, 49687.54, 49687.58]"
SN1986G,[11.45],11.45,12.41,0.9600000000000009,0.083842795,[136.56510416666654],[46574.25],"[13.23, 13.03, 12.86, 12.78, 12.71, 12.72, 12.65, 12.57, 12.53, 12.41]",12.41,19.8,7.390000000000001,0.5954875100725222,"[22.217090663058187, 21.88123139377537, 21.59575101488498, 21.46140730717185, 21.34385656292287, 21.360649526387007, 21.243098782138023, 21.1087550744249, 21.041583220568334, 20.840067658998645]","[46553.6, 46555.09, 46555.99, 46556.13, 46557.06, 46557.1, 46558.08, 46558.2, 46559.14, 46560.1]"
SN1999gd,"[16.6, 16.55, 16.381]",16.381,20.549,4.167999999999999,0.25444112081069525,"[65.24102687140117, 65.04451775431863, 64.38031693857967]","[51517.12, 51521.05, 51521.43]",[17.144],17.144,20.531,3.3870000000000005,0.19756182921138596,[86.77789666371417],[51521.43]
SN2001cz,[14.8],14.8,17.136,2.3359999999999985,0.15783783783783772,[93.7671232876713],[52096.75],"[15.74, 15.465, 15.436]",15.436,18.623,3.187000000000001,0.20646540554547818,"[76.23553184813301, 74.9035895826796, 74.76313021650452]","[52097.0, 52101.03, 52103.97]"
SN2001V,"[16.485, 15.836, 15.6, 14.9, 14.8, 15.396, 14.27, 15.054, 15.1, 14.3, 15.04, 15.04, 14.8, 14.5, 14.981, 14.83, 14.6, 14.3, 14.9, 14.883, 14.65, 14.83, 14.3, 14.8, 14.0, 14.75, 14.75, 14.0, 13.7]",13.7,23.09,9.39,0.6854014598540147,"[24.051597444089452, 23.104707135250262, 22.760383386581466, 21.739084132055375, 21.593184238551647, 22.462747603833865, 20.819914802981895, 21.963769968051118, 22.03088391906283, 20.86368477103301, 21.94334398296059, 21.94334398296059, 21.593184238551647, 21.155484558040463, 21.857263045793395, 21.636954206602766, 21.30138445154419, 20.86368477103301, 21.739084132055375, 21.71428115015974, 21.374334398296057, 21.636954206602766, 20.86368477103301, 21.593184238551647, 20.425985090521827, 21.520234291799785, 21.520234291799785, 20.425985090521827, 19.988285410010644]","[51959.04146, 51960.8091, 51961.9, 51961.93, 51962.89, 51962.89751, 51964.0, 51964.82801, 51964.88, 51964.91, 51965.1, 51965.1, 51965.89, 51965.93, 51965.94191, 51966.0, 51966.84, 51966.85, 51966.89, 51966.91201, 51966.99, 51967.0, 51967.11, 51967.83, 51967.84, 51967.9, 51967.9, 51968.0, 51968.28]","[16.736, 15.972, 15.635, 16.0, 15.358, 15.04, 15.04, 15.9, 14.955, 14.82, 14.853, 14.82, 14.72, 14.72, 14.79, 14.79, 14.69]",14.69,22.6,7.910000000000002,0.5384615384615387,"[31.08114285714285, 29.662285714285705, 29.036428571428562, 29.714285714285705, 28.52199999999999, 27.93142857142856, 27.93142857142856, 29.52857142857142, 27.773571428571422, 27.522857142857138, 27.584142857142847, 27.522857142857138, 27.337142857142847, 27.337142857142847, 27.46714285714285, 27.46714285714285, 27.281428571428563]","[51959.03666, 51960.80468, 51961.81481, 51962.05, 51962.89244, 51965.1, 51965.1, 51965.91, 51965.93748, 51966.0, 51966.90618, 51967.0, 51967.9, 51967.9, 51969.0, 51970.0, 51972.2]"
SN2005dm,"[17.192, 17.042, 16.994, 16.959, 16.996, 16.952]",16.952,18.223,1.2709999999999972,0.074976404,"[229.2988072383955, 227.29817781274642, 226.65797639653866, 226.1911628638872, 226.6846514555473, 226.09780015735691]","[53609.44, 53610.44, 53611.43, 53613.44, 53614.45, 53614.46]","[18.518, 18.47]",18.47,20.297,1.8270000000000017,0.098917163,"[187.20714833059645, 186.72189381499706]","[53609.44, 53610.44]"
SN2008Z,"[16.393, 16.191]",16.191,18.185,1.9939999999999998,0.1231548391081465,"[133.10885807422267, 131.46864643931795]","[54509.32, 54512.38]","[17.0467, 16.77, 16.6824, 16.654, 16.5885, 16.475]",16.475,20.5408,4.065799999999999,0.2467860394537177,"[69.07481491957304, 67.95360076737667, 67.59863741453098, 67.48355797137097, 67.2181458753505, 66.75823331201732]","[54506.40426, 54508.38401, 54509.31178, 54509.32, 54510.4055, 54512.38]"
SN2002er,"[17.5, 16.9, 17.296, 16.768, 16.265, 15.93, 15.594, 15.322, 15.093, 15.0, 14.96, 14.909, 14.82, 14.8, 14.74, 14.66, 14.647, 14.58, 14.3, 14.546, 14.56, 14.5, 14.49, 14.457, 14.45, 14.47, 14.427, 14.46, 14.45, 14.2]",14.2,20.85,6.650000000000002,0.46830985915492973,"[37.36842105263157, 36.08721804511276, 36.932812030075176, 35.80535338345864, 34.73127819548871, 34.01593984962405, 33.298466165413515, 32.717654135338336, 32.22866165413532, 32.03007518796991, 31.944661654135327, 31.83575939849623, 31.645714285714273, 31.603007518796982, 31.4748872180451, 31.30406015037593, 31.276300751879685, 31.133233082706756, 30.535338345864652, 31.060631578947355, 31.090526315789464, 30.96240601503758, 30.941052631578934, 30.870586466165403, 30.855639097744348, 30.898345864661643, 30.806526315789462, 30.876992481202997, 30.855639097744348, 30.321804511278184]","[52508.7, 52509.7, 52510.21, 52511.16, 52512.16, 52513.16, 52514.16, 52515.16, 52516.15, 52516.3, 52516.4, 52517.16, 52517.4, 52517.5, 52518.15, 52518.4, 52519.16, 52519.4, 52519.9, 52520.16, 52520.4, 52521.15, 52521.4, 52522.15, 52522.3, 52522.4, 52523.15, 52523.3, 52523.4, 52523.86]","[18.041, 17.386, 16.855, 16.44, 16.091, 15.791, 15.56, 15.48, 15.48, 15.36, 15.3, 15.36, 15.209, 15.15, 15.074, 15.1, 15.05, 14.982, 14.99, 14.894, 14.92, 14.76]",14.76,21.84,7.08,0.4796747967479675,"[37.610898305084746, 36.24538983050847, 35.13838983050847, 34.27322033898305, 33.54564406779661, 32.92022033898305, 32.43864406779661, 32.27186440677966, 32.27186440677966, 32.02169491525424, 31.896610169491524, 32.02169491525424, 31.706898305084746, 31.583898305084745, 31.42545762711864, 31.47966101694915, 31.37542372881356, 31.23366101694915, 31.250338983050845, 31.050203389830507, 31.104406779661016, 30.770847457627116]","[52510.21, 52511.16, 52512.16, 52513.16, 52514.16, 52515.16, 52516.15, 52516.3, 52516.4, 52517.16, 52517.4, 52517.5, 52518.15, 52518.4, 52519.16, 52519.4, 52520.0, 52520.16, 52520.4, 52521.15, 52521.4, 52522.0]"
SN1995al,"[13.36, 13.21]",13.21,17.68,4.469999999999999,0.3383800151400453,"[39.482237136465336, 39.03894854586131]","[50024.5, 50029.5]","[13.45, 13.36]",13.36,17.8,4.440000000000001,0.3323353293413175,"[40.47117117117116, 40.20036036036035]","[50024.5, 50029.5]"
SN1990Y,[17.81],17.81,20,2.1900000000000013,0.12296462661426173,[144.8384018264839],[48132.4],"[18.93, 18.92]",18.92,21.55,2.629999999999999,0.13900634249471452,"[136.1808365019012, 136.10889733840312]","[48132.4, 48133.38]"
SN2005hk,"[16.975, 16.765, 16.365, 16.105, 16.023, 16.01, 15.934, 15.862, 15.784, 15.512]",15.512,21.776,6.263999999999999,0.40381640020629184,"[42.036430395913165, 41.51639208173692, 40.5258429118774, 39.881985951468714, 39.678923371647514, 39.646730523627085, 39.45852618135377, 39.280227330779056, 39.08707024265646, 38.413496807151986]","[53674.34, 53675.23, 53677.23, 53679.28, 53679.56, 53680.2, 53680.54, 53681.53, 53682.56, 53684.25]","[17.082, 16.793, 16.834, 16.612, 16.563, 16.439, 16.234, 16.31, 16.156, 16.179, 16.126, 16.059, 16.101, 16.066, 16.008, 15.993, 15.986, 16.004, 15.953, 15.953, 15.966, 15.946, 15.917]",15.917,24.206,8.289,0.5207639630583653,"[32.80180890336591, 32.24685498853903, 32.32558547472554, 31.89928869586198, 31.8051961635903, 31.567084449270116, 31.17343201833756, 31.3193714561467, 31.023652069007113, 31.06781795150199, 30.966044396187723, 30.837387260224396, 30.91803800217155, 30.850829050548917, 30.739454216431415, 30.71065038002172, 30.69720858969719, 30.731773193388833, 30.63384014959585, 30.63384014959585, 30.658803474484255, 30.620398359271324, 30.56471094221257]","[53674.34, 53674.7087, 53675.23, 53675.6745, 53675.7411, 53677.23, 53677.7682, 53677.7687, 53678.6994, 53679.28, 53679.56, 53679.7591, 53680.2, 53680.54, 53680.6458, 53680.6633, 53681.2478, 53681.53, 53681.6181, 53681.7685, 53682.56, 53682.6566, 53682.6732]"
SN2010ju,"[16.823, 16.473]",16.473,18.952,2.4790000000000028,0.1504886784435138,"[111.78914037918503, 109.46338402581672]","[55517.37, 55529.38]","[18.069, 17.783]",17.783,21.159,3.3759999999999977,0.18984423325648075,"[95.17802932464463, 93.67153110189581]","[55517.37, 55529.38]"
SN1999bn,"[19.618, 19.477]",19.477,22.217,2.7399999999999984,0.14067874929403903,"[139.45247664233585, 138.45019306569353]","[51257.08, 51261.21]",[19.811],19.811,23.175,3.3640000000000008,0.1698046539801121,[116.66935820451842],[51257.08]
SN1999ek,"[16.901, 16.778, 16.77]",16.77,20.616,3.846,0.2293381037567084,"[73.69468798751949, 73.15836193447737, 73.12347893915756]","[51478.34, 51479.336, 51479.34]","[18.061, 17.987, 17.925, 18.07, 17.938, 17.93, 17.955, 17.913]",17.913,21.286,3.373000000000001,0.18829900072572997,"[95.91660035576635, 95.5236083605099, 95.19434479691667, 95.96439667951375, 95.26338393121847, 95.22089831010966, 95.35366587607467, 95.13061636525345]","[51478.34, 51479.336, 51479.34, 51480.258, 51481.285, 51481.289, 51483.363, 51483.367]"
SN2001eh,"[16.853, 16.78, 16.7, 16.763, 16.4]",16.4,19.758,3.3580000000000005,0.20475609756097565,"[82.307683144729, 81.95116140559855, 81.5604526503871, 81.86813579511613, 80.09529481834423]","[52164.37, 52165.39, 52165.99, 52166.39, 52167.0]","[16.964, 16.906, 16.871, 16.821]",16.821,20.551,3.729999999999997,0.22174662624100805,"[76.50172761394109, 76.2401678284183, 76.08233002680971, 75.85684745308318]","[52163.44, 52164.37, 52165.39, 52166.39]"
SN2017dws,"[19.314, 19.146]",19.146,21.268,2.122,0.11083254987987046,"[174.26288595664468, 172.74708576814328]","[57882.4, 57891.32]",[19.21],19.21,22.27,3.0599999999999987,0.159292035,[120.59611111111117],[57882.4]
SN2017drh,"[15.544, 15.373, 15.252, 15.012, 15.03, 15.013, 15.005]",15.005,19.649,4.644,0.30949683438853715,"[50.22345391903532, 49.670944229112834, 49.27998708010336, 48.50453488372093, 48.56269379844961, 48.507765934539194, 48.48191752799311]","[57882.34, 57883.35, 57884.37, 57888.39, 57889.49, 57891.36, 57892.5]","[17.763, 17.852, 17.537, 17.226, 17.22, 17.136]",17.136,21.475,4.339000000000002,0.25320961718020557,"[70.1513639087347, 70.50285134823689, 69.25882277022352, 68.03059138050239, 68.00689559806403, 67.67515464392714]","[57882.34, 57883.35, 57884.37, 57888.39, 57889.49, 57891.36]"
SN2003K,[15.1],15.1,19.01,3.910000000000002,0.2589403973509935,[58.31457800511506],[52662.87],[15.6],15.6,20.658,5.058000000000002,0.3242307692307693,[48.1138790035587],[52662.87]
SN2010hs,"[20.645, 20.56, 20.532, 20.163, 19.788, 19.1667, 19.1175, 18.8297, 19.3441, 18.627, 18.7068, 18.815, 18.9962, 18.646, 18.7094, 18.6998, 18.6]",18.6,21.098,2.4979999999999976,0.13430107526881707,"[153.7217774219377, 153.08887109687765, 152.88038430744612, 150.13282626100897, 147.34059247397934, 142.71441953562865, 142.34807846277036, 140.20513210568467, 144.0353322658128, 138.6958366693356, 139.29002401921554, 140.09567654123316, 141.44488390712587, 138.83730984787846, 139.30938350680557, 139.23790232185763, 138.49479583666948]","[55435.509, 55443.412, 55443.457, 55446.446, 55446.49, 55449.448, 55449.491, 55452.456, 55452.506, 55454.49, 55455.497, 55456.245, 55456.319, 55456.54, 55459.367, 55459.412, 55460.43]","[18.896, 18.751]",18.751,21.068,2.317,0.12356674310703429,"[152.92140526542946, 151.7479503668537]","[55454.49, 55456.54]"
SN2003gt,"[15.927, 15.722, 15.535, 15.421, 15.321, 15.238, 15.19, 15.139, 15.109, 15.069]",15.069,18.354,3.2849999999999984,0.21799721282102316,"[73.06056712328771, 72.12018812785392, 71.26237899543383, 70.7394365296804, 70.2807150684932, 69.8999762557078, 69.67978995433793, 69.44584200913246, 69.3082255707763, 69.12473698630141]","[52852.31, 52853.29, 52854.31, 52855.28, 52856.3, 52857.29, 52858.27, 52859.27, 52860.24, 52861.27]","[16.626, 16.232, 16.046, 15.852, 15.722, 15.594, 15.533, 15.432, 15.39, 15.354, 15.342]",15.342,19.281,3.9389999999999983,0.25674618693781764,"[64.75656054836256, 63.22197105864435, 62.49752018278753, 61.74191012947452, 61.23557349581115, 60.73702665651183, 60.499437928408256, 60.10605331302364, 59.94246763137855, 59.80225133282562, 59.75551256664131]","[52851.3, 52852.31, 52853.29, 52854.31, 52855.28, 52856.3, 52857.29, 52858.27, 52859.27, 52860.24, 52861.27]"
SN2003W,"[16.812, 16.606, 16.435, 16.352, 16.303, 16.108, 16.169, 16.058, 16.072, 15.954, 15.888, 15.853, 15.851, 15.824, 15.79, 15.753]",15.753,18.763,3.0100000000000016,0.19107471592712508,"[87.98652358803983, 86.90841129568103, 86.01347342192686, 85.57908837209297, 85.32264418604647, 84.3021009966777, 84.62134784053153, 84.0404232558139, 84.11369302325576, 83.49613355481723, 83.15071893687703, 82.96754451827238, 82.95707740863783, 82.8157714285714, 82.63783056478401, 82.44418903654481]","[52669.44, 52670.36, 52670.82168, 52671.33, 52672.35, 52673.4, 52673.47, 52673.75078, 52673.75887, 52675.39, 52675.77969, 52676.35, 52676.83955, 52678.38, 52679.4, 52679.81134]","[17.136, 16.829, 16.668, 16.617, 16.55, 16.354, 16.37, 16.306, 16.309, 16.158, 16.126, 16.073, 16.108, 16.041]",16.041,19.331,3.289999999999999,0.2050994327036967,"[83.54971914893619, 82.05288419452891, 81.26789908814591, 81.01923920972648, 80.69256838905778, 79.73693434650458, 79.81494528875383, 79.50290151975686, 79.5175285714286, 78.7813003039514, 78.62527841945291, 78.3668671732523, 78.53751610942253, 78.21084528875383]","[52669.44, 52670.36, 52670.81744, 52671.33, 52672.35, 52673.4, 52673.47, 52673.74654, 52673.75459, 52675.39, 52675.77547, 52676.35, 52676.83531, 52677.36]"
SN2016hvl,"[16.009, 15.822, 15.73, 15.697, 15.494, 15.424, 15.374, 15.236]",15.236,20.325,5.088999999999999,0.3340115515883433,"[47.92948005502065, 47.36961917862057, 47.09417960306545, 46.9953806248772, 46.38761721359797, 46.17804362350169, 46.02834820200434, 45.61518883867166]","[57700.57, 57701.57, 57702.45, 57702.56, 57704.57, 57705.55, 57706.43, 57710.39]","[17.358, 16.919, 16.631, 16.456, 16.322, 16.355, 16.133, 16.061, 16.055, 15.9685, 15.9652, 15.9811, 15.9193]",15.9193,20.409,4.489699999999999,0.282028732,"[61.54692059603093, 59.9903416041161, 58.96916905361161, 58.34866489965923, 57.873536004632825, 57.99054535937815, 57.20339151836427, 56.948098380738145, 56.92682395260263, 56.62011761364903, 56.60841667817449, 56.6647939127336, 56.44566730293785]","[57697.57, 57699.55, 57700.57, 57701.57, 57702.45, 57702.56, 57704.57, 57705.55, 57706.43, 57709.0617, 57709.0652, 57709.0687, 57710.0343]"
SN1998bu,"[12.23, 12.32, 12.32, 12.34, 12.29, 11.85, 11.862, 11.86, 11.81, 11.82, 11.807, 11.8, 11.8, 11.76, 11.77, 11.774, 11.74, 11.77, 11.73, 11.747, 11.7, 11.729, 11.735, 11.71, 11.72, 11.8, 11.68, 11.7, 11.7, 11.71, 11.66, 11.75, 11.68, 11.701, 11.66, 11.66, 11.68, 11.716, 11.71, 11.65]",11.65,13.984,2.3339999999999996,0.20034334763948494,"[61.04520137103686, 61.494430162810644, 61.494430162810644, 61.59425878320481, 61.34468723221937, 59.14845758354757, 59.20835475578408, 59.19837189374466, 58.94880034275922, 58.99871465295631, 58.9338260497001, 58.89888603256213, 58.89888603256213, 58.699228791773784, 58.74914310197087, 58.76910882604971, 58.59940017137962, 58.74914310197087, 58.54948586118253, 58.63434018851758, 58.39974293059127, 58.544494430162814, 58.57444301628107, 58.44965724078836, 58.49957155098544, 58.89888603256213, 58.299914310197096, 58.39974293059127, 58.39974293059127, 58.44965724078836, 58.200085689802926, 58.64931448157671, 58.299914310197096, 58.404734361610984, 58.200085689802926, 58.200085689802926, 58.299914310197096, 58.47960582690661, 58.44965724078836, 58.15017137960584]","[50944.18, 50944.9, 50944.91, 50944.93, 50944.94, 50946.93, 50947.09, 50947.13, 50947.88, 50947.93, 50948.06, 50948.09, 50948.15, 50948.87, 50948.9, 50949.05, 50949.17, 50949.91, 50949.92, 50950.08, 50950.87, 50951.03, 50951.05, 50951.08, 50951.13, 50951.17, 50951.18, 50951.86, 50952.12, 50952.14, 50952.16, 50952.17, 50952.87, 50952.98, 50953.2, 50953.2, 50953.87, 50954.03, 50954.86, 50955.14]","[12.5, 12.434, 12.47, 12.4, 12.4, 12.353, 12.41, 12.34, 12.3, 12.299, 12.29, 12.25, 12.28, 12.241, 12.26, 12.207, 12.218, 12.28, 12.21, 12.24, 12.29, 12.21, 12.24, 12.202]",12.202,15.486,3.2840000000000007,0.26913620717915104,"[46.444884287454315, 46.19965529841655, 46.33341656516443, 46.07332521315468, 46.07332521315468, 45.898692448233845, 46.11048112058464, 45.8503897685749, 45.70176613885504, 45.69805054811204, 45.66461023142508, 45.51598660170523, 45.62745432399511, 45.48254628501826, 45.55314250913519, 45.35621619975639, 45.397087697929344, 45.62745432399511, 45.36736297198538, 45.47883069427527, 45.66461023142508, 45.36736297198538, 45.47883069427527, 45.3376382460414]","[50946.93, 50947.09, 50947.13, 50947.88, 50947.93, 50948.06, 50948.15, 50948.87, 50948.9, 50949.05, 50949.17, 50949.91, 50949.92, 50950.08, 50950.87, 50951.03, 50951.05, 50951.08, 50951.18, 50951.86, 50952.12, 50952.16, 50952.87, 50952.98]"
SN1992bc,"[16.33, 16.03, 15.86, 15.66, 15.56, 15.55, 15.46, 15.31, 15.34, 15.24]",15.24,23.17,7.9300000000000015,0.5203412073490814,"[31.383253467843623, 30.80670870113493, 30.479999999999993, 30.095636822194194, 29.903455233291293, 29.884237074401007, 29.711273644388395, 29.42300126103404, 29.48065573770491, 29.288474148802013]","[48901.21, 48902.28, 48903.25, 48904.34, 48905.22, 48905.37, 48906.33, 48908.21, 48908.37, 48912.29]","[16.3, 15.98, 15.81, 15.61, 15.52, 15.43, 15.4, 15.24, 15.23, 15.3, 15.19]",15.19,22.72,7.529999999999999,0.49572086899275836,"[32.88140770252324, 32.23588313413015, 31.892948207171315, 31.48949535192563, 31.307941567065075, 31.126387782204517, 31.065869853917665, 30.74310756972112, 30.722934926958835, 30.864143426294824, 30.642244355909696]","[48901.21, 48902.28, 48903.25, 48904.34, 48905.22, 48905.37, 48906.33, 48908.21, 48908.37, 48912.29, 48914.26]"
SN1990T,[17.83],17.83,20.81,2.9800000000000004,0.1671340437464947,[106.68083892617447],[48098.0],[18.4],18.4,21.86,3.460000000000001,0.18804347826086962,[97.84971098265892],[48098.0]
SN1994S,"[14.99, 14.93, 14.96, 14.83, 14.82]",14.82,15.88,1.0600000000000005,0.071524966,"[209.57716981132066, 208.73830188679236, 209.15773584905654, 207.3401886792452, 207.2003773584905]","[49513.2, 49514.3, 49515.2, 49517.2, 49519.2]","[14.99, 14.98, 14.86, 14.85]",14.85,17.13,2.2799999999999994,0.1535353535353535,"[97.63223684210529, 97.56710526315793, 96.7855263157895, 96.72039473684212]","[49513.2, 49514.3, 49515.2, 49517.2]"
SN2001cj,"[16.039, 16.028, 15.53, 15.944, 15.5]",15.5,18.101,2.600999999999999,0.16780645161290317,"[95.58035371011154, 95.51480199923108, 92.5470972702807, 95.01422529796235, 92.36831987697043]","[52061.24, 52062.2, 52062.91, 52063.29, 52063.88]","[15.979, 15.988, 15.879, 15.897, 15.885, 15.871]",15.871,18.878,3.0069999999999997,0.18946506206288197,"[84.3374489524443, 84.38495111406719, 83.80964715663453, 83.90465147988029, 83.84131526438311, 83.76742301296974]","[52061.24, 52062.2, 52063.29, 52064.29, 52065.23, 52066.22]"
SN1995E,"[15.6, 15.6, 15.59, 15.55]",15.55,18.93,3.379999999999999,0.21736334405144686,"[71.76923076923079, 71.76923076923079, 71.72322485207103, 71.53920118343197]","[49772.2, 49773.3, 49776.2, 49779.1]","[16.85, 16.83]",16.83,19.87,3.0400000000000027,0.1806298276886514,"[93.28470394736833, 93.17398026315779]","[49772.2, 49773.3]"
SN2004bk,[15.813],15.813,18.06,2.246999999999998,0.14209827357237703,[111.28214018691598],[53118.37],[16.053],16.053,19.397,3.3439999999999976,0.20830997321372938,[77.06304096889959],[53118.37]
SN1991S,[18.14],18.14,18.94,0.8000000000000007,0.044101433,[411.3244999999997],[48359.04],[18.59],18.59,20.92,2.330000000000002,0.12533620225927927,[148.32107296137326],[48360.08]
SN2002dj,"[15.505, 15.177, 14.95, 14.69, 14.545, 14.574, 14.483, 14.214, 14.156, 14.149, 14.09, 14.041]",14.041,15.505,1.4640000000000004,0.10426607791467847,"[148.7060826502732, 145.56028483606553, 143.38316256830598, 140.88954234972675, 139.4988695355191, 139.7770040983606, 138.90423702185788, 136.32429918032784, 135.76803005464478, 135.70089412568302, 135.13503415300542, 134.6650826502732]","[52439.2, 52439.68398, 52441.2, 52441.68117, 52442.68035, 52443.24, 52443.65215, 52446.67067, 52448.67149, 52449.2, 52449.65259, 52450.65922]","[15.9, 15.606, 15.204, 15.056, 14.854, 14.773, 14.722, 14.435, 14.448, 14.379, 14.322, 14.36, 14.304]",14.304,15.9,1.596,0.1115771812080537,"[142.50225563909774, 139.8673082706767, 136.26442105263158, 134.937984962406, 133.1275789473684, 132.40162406015037, 131.94454135338344, 129.37233082706766, 129.48884210526316, 128.87043609022555, 128.35957894736842, 128.70015037593984, 128.19825563909774]","[52439.2, 52439.67969, 52441.2, 52441.67687, 52442.67606, 52443.24, 52443.64787, 52446.2, 52446.66639, 52448.6672, 52449.2, 52450.65494, 52451.22]"
PTF10icb,"[20.792, 20.779, 17.2874, 17.2668, 15.14004, 15.14154, 14.63676, 14.62797, 14.60558, 14.5782]",14.5782,21.1867,6.608499999999998,0.4533138521902565,"[45.866676916092935, 45.837999213134616, 38.13560939396234, 38.09016626465917, 33.39858229976547, 33.40189126549143, 32.28835811939171, 32.268967580237586, 32.219575751834775, 32.15917609745026]","[55338.295, 55338.349, 55346.284, 55346.328, 55352.273, 55352.319, 55357.313, 55357.359, 55363.235, 55363.293]","[14.548, 14.549, 14.532]",14.532,19.072,4.539999999999999,0.3124139829342141,"[46.56641762114538, 46.56961850220265, 46.515203524229086]","[55358.4781, 55361.1574, 55362.3214]"
SN2000dr,"[17.369, 17.034, 16.753, 15.885, 15.831, 15.824, 15.819, 15.803]",15.803,19.255,3.451999999999998,0.2184395367968106,"[79.51399391657014, 77.98038876013909, 76.69399159907304, 72.72035196987258, 72.47314397450756, 72.44109849362692, 72.41820886442646, 72.34496205098498]","[51824.27, 51825.3, 51826.23, 51832.3, 51833.38, 51834.32, 51836.29, 51837.28]","[17.645, 17.278, 16.981, 16.046, 16.039]",16.039,20.165,4.125999999999998,0.2572479581021259,"[68.59140935530786, 67.16477023751821, 66.01024212312171, 62.37561657779936, 62.34840547746006]","[51824.27, 51825.3, 51826.23, 51832.3, 51833.38]"
SN2006le,"[17.544, 16.884, 16.483, 16.06, 15.913]",15.913,17.544,1.6310000000000002,0.10249481555960537,"[171.16963335377068, 164.73028326180255, 160.8178902513795, 156.69085223789082, 155.25663335377067]","[54035.44, 54037.47, 54039.5, 54043.48, 54048.51]","[18.002, 17.637, 17.396, 17.323, 16.945, 16.899, 16.821, 16.834, 16.711, 16.541, 16.511, 16.507, 16.508, 16.435, 16.43]",16.43,20.085,3.655000000000001,0.22245891661594652,"[80.92280711354306, 79.28205471956223, 78.19870861833103, 77.87055813953486, 76.17136798905605, 75.9645882352941, 75.6139616963064, 75.67239945280434, 75.11948837209299, 74.35530232558136, 74.22044596443226, 74.20246511627904, 74.20696032831734, 73.87880984952118, 73.85633378932967]","[54035.44, 54035.98723, 54036.71642, 54037.47, 54038.94852, 54039.5, 54039.82785, 54039.84949, 54040.87757, 54042.90566, 54043.48, 54043.83929, 54044.83531, 54045.88502, 54048.51]"
SN2008ha,[17.509],17.509,19.993,2.483999999999998,0.14186989548232326,[123.41589412238335],[54783.24],"[18.34, 18.382, 18.229, 18.197, 18.165]",18.165,21.71,3.5450000000000017,0.19515551885494092,"[93.97633286318754, 94.19154583921012, 93.40755571227075, 93.24358392101546, 93.07961212976018]","[54781.26, 54781.3863, 54783.24, 54783.25, 54783.3958]"
